avg_pts,avg_reb,avg_ast,avg_ts_pct,avg_net_rating,avg_usg_pct,avg_ast_pct,std_pts,std_reb,std_height,std_age,std_usg_pct,height_range,age_range,high_scorers,playmakers,rebounders,good_shooters,avg_height,avg_weight,avg_age,team_score
7.140000000000001,3.0,1.26,0.45719999999999994,-6.640000000000001,0.1808,0.129,3.8161498922343187,2.569046515733026,9.999989999994998,3.4641016151377544,0.05568841890375414,25.400000000000006,8.0,0,0,1,1,195.57999999999998,90.7184,26.0,0.5248027898025404
5.44,2.34,1.18,0.44299999999999995,-12.239999999999998,0.1618,0.1122,3.6637412572396535,1.487615541731129,13.271348085254935,6.797058187186572,0.06493612245892112,33.01999999999998,16.0,0,0,0,1,197.10399999999998,95.98006720000001,27.8,0.36422341627145594
9.219999999999999,6.640000000000001,1.9000000000000004,0.48840000000000006,-1.8200000000000003,0.188,0.12019999999999997,7.66955018237706,2.943297470525193,2.7824305921262353,4.722287581247038,0.08810505093353047,5.079999999999984,12.0,2,0,2,0,208.788,107.047712,26.4,0.3517598660385042
6.44,3.72,0.9199999999999999,0.4436000000000001,-2.6,0.18580000000000002,0.0844,4.15066259770654,2.2353970564532823,7.491923651506341,4.39317652729776,0.03639642839620393,15.240000000000009,11.0,0,0,0,0,201.16799999999998,100.0623952,26.4,0.32250325916487943
5.739999999999999,3.7600000000000002,1.2,0.5115999999999999,2.7199999999999998,0.15760000000000002,0.08940000000000001,1.145862120850497,2.9432974705251933,6.574626985616745,7.726577508832744,0.043049970963985565,12.699999999999989,17.0,0,0,1,1,203.708,99.5180848,28.2,0.2467306421795138
9.68,3.34,1.7200000000000002,0.46799999999999997,-4.46,0.18779999999999997,0.12459999999999996,10.520788943800746,2.8289574051229542,6.956076480315606,3.847076812334269,0.08662967159120478,17.78,10.0,1,0,1,1,200.66000000000003,102.33035520000001,27.4,0.44504823322641673
6.62,3.28,1.2,0.4782,-8.120000000000001,0.1618,0.0882,8.024774140123819,3.665651374585423,3.3117548218429484,3.96232255123179,0.0772152834612423,7.6200000000000045,10.0,1,0,1,1,202.692,103.872568,26.2,0.24102289186256304
5.94,3.8600000000000003,1.24,0.4600000000000001,-6.4,0.13879999999999995,0.10699999999999998,7.61531351948165,3.7326933975348147,2.896045579751815,5.585696017507576,0.08765386471799175,7.6200000000000045,14.0,1,0,1,1,204.724,104.68903359999999,30.2,0.17720569650229523
10.180000000000001,4.1,1.94,0.41899999999999993,1.8,0.23259999999999997,0.10859999999999999,7.720233157100892,3.280243893371345,8.798818102449893,3.96232255123179,0.053840505198224135,22.859999999999985,8.0,2,0,1,1,203.2,107.501304,29.2,0.4462451802516343
11.620000000000001,4.220000000000001,3.3,0.5561999999999999,0.6599999999999995,0.20060000000000003,0.202,8.132158385078343,2.4447903795622232,17.743677183718148,3.271085446759225,0.06950035971129934,45.72,8.0,1,2,1,3,201.676,98.883056,24.8,0.7270458079268293
8.040000000000001,4.24,1.46,0.4816000000000001,-8.12,0.1784,0.1314,5.526572174503831,3.7233049834790597,9.771575103329045,3.1144823004794873,0.05478412178724781,25.400000000000006,7.0,1,0,1,1,199.13600000000002,93.893544,25.2,0.4363700821585669
11.82,2.7199999999999998,3.88,0.5391999999999999,1.0399999999999996,0.2004,0.23420000000000002,9.261317400888494,1.4237275020171523,8.112109466717024,4.381780460041329,0.0779506253983892,20.319999999999993,10.0,2,2,0,1,192.532,90.26480799999999,28.8,0.6845368254506712
6.2,1.8000000000000003,0.86,0.5322,-3.2600000000000002,0.1728,0.0912,5.752825392796135,0.7842193570679061,3.7674288314445956,4.774934554525329,0.051920130970558996,10.159999999999997,12.0,1,0,0,1,198.628,99.15521120000001,26.4,0.2547054689337674
7.660000000000001,5.74,1.28,0.5157999999999999,-0.48,0.15960000000000002,0.08239999999999999,3.5472524578890634,3.1540450218727067,6.6235096436858845,6.2289646009589745,0.02850087717948344,15.23999999999998,16.0,0,0,2,2,204.724,105.23334399999999,28.4,0.2743516895460668
5.42,3.6799999999999997,0.96,0.4386,-8.0,0.14820000000000003,0.10100000000000002,4.093531482717582,2.6032671779899963,8.15177772022766,2.9154759474226504,0.031075713990188544,20.32000000000002,7.0,0,0,0,1,199.644,103.32825759999999,26.0,0.3292369200306658
11.559999999999999,4.7,2.2,0.517,-1.8399999999999999,0.20239999999999997,0.1156,3.6719204784417645,2.620114501314781,9.503809762405814,3.847076812334269,0.03166701754191573,25.400000000000006,9.0,1,1,1,1,198.11999999999998,102.1489184,25.4,0.5405878691572668
7.62,3.2800000000000002,1.42,0.4962,-3.7399999999999998,0.1992,0.1268,2.657442379431772,2.2642879675518306,10.096300312490703,2.23606797749979,0.040904767448306095,22.859999999999985,6.0,0,0,1,0,196.596,95.707912,26.0,0.5933247253620634
8.62,2.94,2.1,0.5214000000000001,-1.6800000000000002,0.18719999999999998,0.1258,2.4076959940989227,0.5366563145999496,5.8475191320764335,5.431390245600108,0.013461054936371068,15.23999999999998,13.0,0,1,0,0,197.10399999999998,97.7944352,27.0,0.45723785212909596
4.220000000000001,2.36,1.42,0.4852,-0.3800000000000002,0.14780000000000001,0.13540000000000002,2.6328691574022436,0.776530746332687,8.032185256827681,4.242640687119285,0.030044966300530277,20.319999999999993,10.0,0,0,0,1,200.66000000000003,100.60670560000001,26.0,0.3370121003406603
5.040000000000001,2.88,0.68,0.4816000000000001,-4.659999999999999,0.183,0.0776,3.6418401941875485,1.933132173442882,6.862702091741996,5.890670590009257,0.056802288686284466,17.78,13.0,0,0,0,0,206.756,106.0498096,26.2,0.3067848449087631
6.76,2.36,2.32,0.4215999999999999,1.6,0.1452,0.1336,4.912534987152763,0.7956129712366435,11.3022864943338,3.2093613071762426,0.08423004214649307,27.940000000000026,8.0,0,1,0,1,199.64399999999998,97.1594064,24.6,0.47774293550259195
10.779999999999998,4.08,2.56,0.5152,-2.64,0.21499999999999994,0.16239999999999996,4.1105960638330785,2.8278967449325307,11.013177561448831,3.1144823004794873,0.02993325909419154,25.400000000000006,7.0,1,1,1,1,197.10399999999998,94.4378544,24.2,0.689638209257337
5.98,4.32,1.2400000000000002,0.4932,1.2400000000000002,0.16959999999999997,0.0974,4.187123117368296,2.758079041651998,4.016092628413842,6.107372593840988,0.05047078362775837,10.159999999999997,14.0,0,0,1,0,205.74,107.59202239999999,28.6,0.283781804671134
8.319999999999999,3.0,1.2600000000000002,0.48020000000000007,-11.940000000000001,0.20959999999999993,0.12119999999999997,10.858959434494631,3.050409808533929,7.317669027771065,5.272570530585627,0.07542413406861226,17.78,13.0,1,0,1,1,199.13600000000002,95.43575680000001,26.6,0.49760376075915813
9.1,5.4799999999999995,1.24,0.529,0.7799999999999998,0.1784,0.0802,5.029413484691829,3.134804619111054,6.064166884247163,6.3796551630946325,0.038978199034845104,15.23999999999998,15.0,1,0,2,2,205.23200000000003,102.6025104,27.2,0.3189809814792909
6.6,2.74,1.9200000000000004,0.53,-0.7600000000000001,0.1574,0.131,3.2931747600150225,0.5639148871948675,8.151777720227654,3.9370039370059056,0.025579288496750646,20.319999999999993,10.0,0,0,0,2,199.13600000000002,96.52437760000001,27.0,0.27732250364863026
5.659999999999999,1.9,1.5399999999999998,0.5166000000000001,-6.539999999999999,0.16719999999999996,0.12979999999999997,3.3634803403617513,0.6041522986797286,5.267056103745242,3.391164991562634,0.04272821082142338,12.700000000000017,9.0,0,0,0,1,199.13600000000002,95.43575680000001,26.0,0.370600416292402
7.9,3.6,1.6600000000000001,0.5035999999999999,-0.7200000000000001,0.15940000000000001,0.1066,5.852349955359813,1.4508618128546908,7.491923651506332,3.7815340802378077,0.061670900755542726,17.78,8.0,1,0,0,1,200.152,101.5138896,30.6,0.2873539460449487
7.720000000000001,2.8000000000000003,2.06,0.4806,-1.6199999999999999,0.1834,0.12579999999999997,6.399765620708308,0.5656854249492381,6.475754782262839,4.324349662087931,0.0571515529097854,15.240000000000009,11.0,1,1,0,0,200.66,97.8851536,27.2,0.4527032606179672
3.7399999999999998,3.02,0.6799999999999999,0.4574,-5.22,0.14139999999999997,0.0718,2.791594526431086,1.7005881335585051,7.273453100144387,5.215361924162119,0.04200357127673787,17.78,13.0,0,0,0,0,205.23200000000003,107.3198672,27.2,0.18915148178879992
7.0200000000000005,2.9200000000000004,1.3199999999999998,0.512,-3.3200000000000003,0.18180000000000002,0.10500000000000001,2.555777768116782,1.1924764148611076,8.908124381709086,4.604345773288535,0.0497815226765916,22.859999999999985,11.0,0,0,0,1,202.184,104.32616,27.2,0.4469556508355157
8.66,2.88,1.22,0.517,-5.779999999999999,0.18339999999999998,0.11680000000000001,11.21351862708579,3.051556979641704,6.221703946669276,4.949747468305833,0.08775420217858512,15.240000000000009,12.0,1,0,1,2,203.2,102.51179200000001,27.0,0.3358450934595857
7.68,3.3199999999999994,1.3800000000000001,0.491,-0.8399999999999995,0.1858,0.10499999999999998,5.204997598462463,0.5357238094391549,5.792091159503617,4.61519230368573,0.046558565269990866,12.699999999999989,12.0,1,0,0,0,202.69199999999998,100.7881424,25.4,0.3376647899919723
13.960000000000003,3.8600000000000003,2.22,0.5608,7.6,0.225,0.13119999999999998,3.6142772444847115,2.5244801445050027,4.885787551664524,2.1213203435596424,0.02804460732476032,12.700000000000017,5.0,2,0,1,2,198.628,97.068688,30.0,0.47184755899084796
8.2,4.1000000000000005,0.9800000000000001,0.5398000000000001,-0.4800000000000001,0.185,0.08839999999999999,4.277849927241488,2.676751762864835,6.064166884247163,5.495452665613634,0.025475478405713993,15.23999999999998,12.0,0,0,1,2,203.70800000000003,95.9800672,26.2,0.3386533181956194
4.640000000000001,1.8599999999999999,0.9199999999999999,0.4862,-16.619999999999997,0.162,0.0958,3.160379724020517,1.3258959235173775,14.073525500030186,3.361547262794322,0.017392527130926087,33.01999999999998,8.0,0,0,0,1,197.61200000000002,93.7121072,26.6,0.3631866968108759
11.639999999999999,3.46,1.56,0.48819999999999997,-10.2,0.2178,0.1446,11.331504754444575,3.273071951546437,14.875815271775865,3.03315017762062,0.09464512665742487,35.56,8.0,2,0,1,2,197.10399999999998,98.9737744,29.8,0.5740075893973133
10.280000000000001,3.5,1.8199999999999998,0.5082,-6.0600000000000005,0.18439999999999998,0.11679999999999999,7.86460424942031,2.283637449333847,14.210386342390555,2.3874672772626644,0.0709140324618478,35.56,6.0,2,0,0,2,197.10399999999998,98.5201824,27.2,0.3909696994204538
5.7,3.34,0.78,0.4742,-1.06,0.19519999999999998,0.10859999999999996,3.9604292696625705,3.1469032396945416,8.871838591859069,4.979959839195493,0.051620732269118424,22.859999999999985,12.0,0,0,1,1,200.15200000000002,99.8809584,25.4,0.4669781731253825
